country,country_code,indicator,indicator_code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0,0.298032982,0.990883868,1.484854484,2.473166147,4.063907991,5.128103982,14.75884055,18.64518218,19.57062058,20.48780488,21.39599117,22.29,23.18,24.05,27,30,32,35,51.6,53.81,55.85640782
Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.064712121,0.053940342,1.796719191,7.954504682,14.65444717,21.60261331,31.74781123,35.46413689,44.15478903,54.53425983,56.09901476,57.7034045,59.36168727,61.07,62.82,62.83,63,64,64.8960101,65.8,66.7,67.60044348,68.50087368
Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.002998005,0.019534871,0.095476021,0.466590444,0.592652945,0.712332905,1.738201782,3.39174627,4.548854908,5.1,5.7,6.5,7.3,8.3,9.3,10.5,12.3,16,19.7,23.4,28.80594156,34.50932609
Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.34845391,0.659530909,1.356106888,2.344571647,4.50128419,8.497176323,16.11312704,25.38022753,31.19229426,33.71668179,36.16178784,38.55987756,43.851443,46.15047362,48.41870215,50.64202838,54.04,57.7,61.53415931,65.4,69.27,73.13999995,77.00999989
Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.065854115,0.131828033,0.26408811,3.966354735,6.611491566,13.2069865,,,,,,13.8,18.2,23.9,29.9,30,30.5,31,32,34,35.66
High income,HIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.263936355,0.462499304,0.719898539,1.003597445,2.007949396,3.680612782,6.702115061,10.57014903,15.86887885,22.90730354,30.68940041,36.75679074,45.22569939,49.93377238,55.08836368,58.78201409,61.47318205,66.89039551,68.9804592,70.19016321,72.28041398,72.81945686,75.52501024,76.84275735,78.47228334,80.01466401,81.96771473
"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0.120955444,0.849527883,1.334568031,2.784198266,3.218635643,4.748838672,10.51875705,14.54597958,21.23068197,27.82776068,38.67140323,43.08238303,52.20004335,56.39988039,56.9,60.8,64.8,66.7,69.4,72,72.2,72.9,74.2,79.86627043,84.94835296,87.30034325
Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.036775252,0.043711246,0.170996468,0.301247214,0.573575476,1.203855999,1.415281931,2.597402597,4.8,5.6,6.5,7.8,9.4,9.6,9.8,11.09,15.9,18.12,17.8,19.08,27.61981381,30
Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.008727645,0.023895629,0.043738561,0.106459854,0.173378289,0.257622535,0.395052416,0.604411963,0.914567047,1.213447385,1.557895614,2.42662065,2.527283286,3.153333335,4.929978865,5.408633106,6.684817621,8.144383999,10.45985432,13.14204507,15.66787585
Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0.097213389,0.268318997,0.51402859,0.858982368,1.729609312,3.273220279,4.405359119,6.644882544,11.55857318,17.76,22.75,30.91,33.14,37.98,41.44,44.24,50.58,56.55,57.78997899,61.93997315,66.7476,68.57,69.8031,72.69730605
Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.007484253,,0.023999477,0.070658478,0.231270715,0.340832326,0.893432988,1.647358346,5.401261908,6.376201635,6.796000481,7.2,7.6,8.1,8.37,9,9.8,10.6,11.4,12.1977,12.23260161
Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0.00338263,0.048353421,0.193414395,0.483580975,0.677486054,0.969239536,1.942449872,3.894643278,5.857840749,6.999676351,14.5285543,16.67,21.63,27.74,38.97,47.06,53.3,61,62,65,68.01998789,70.57999815,72.6439,75.65319745,72.8347,79.25940132
IBRD only,IBD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0.008159594,0.019165727,0.051437513,0.110511008,0.21892805,0.495190259,0.97083138,1.87756878,2.700212556,4.514161862,5.796839027,7.414439744,8.72443087,10.57053088,13.79782553,17.02652925,20.38988458,24.94079166,28.44457913,32.20938819,35.30551132,38.92146544,42.85349465,46.01083884
IDA & IBRD total,IBT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.018579872,0.046160567,0.09338656,0.179754833,0.40305662,0.782473997,1.566787143,2.197522612,3.681174232,4.798855852,6.144099038,7.267193899,8.902186815,11.49034288,14.14163501,16.89018923,20.62683645,23.48558362,26.65651077,29.35413571,32.73801851,36.35704342,39.27510594
IDA total,IDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.005873208,0.018167919,0.035375282,0.077785442,0.166509531,0.385826689,0.714071848,1.276757057,1.70018887,2.211000325,2.93174836,3.729813343,4.242521774,5.026951484,6.542364818,7.511579084,9.010179575,10.79158576,13.70059993,16.61567364,19.07087508
IDA blend,IDB,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.007096642,0.025515438,0.04499245,0.082889063,,0.730694526,1.432482929,2.760839033,3.562512176,4.519465473,5.588547534,6.360702095,7.110425343,8.097057985,9.544382103,11.20902312,13.16025464,15.28046583,17.59741912,21.01185758,22.99712557
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.001059744,0.026109477,0.056623989,0.194910264,0.255306646,0.444415936,0.925563864,2.018613859,2.134135733,2.38701978,2.600285876,3.602024763,4.764813134,5.786274729,7.917479385,6.92,10.92,12.28,14.52,14.94,17.14,21.97606771,25.36630059
IDA only,IDX,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,0.013845423,0.029895529,0.075113785,0.139682619,0.211033877,0.349689794,0.52830945,0.763281566,1.044376164,1.505880081,2.410415284,2.733550552,3.41230573,5.023491846,5.644466483,6.914035989,8.550002718,11.75419979,14.42091292,17.11161059
Isle of Man,IMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,0.000111308,0.000218176,0.001069562,0.026228879,0.046333977,0.070767849,0.139027329,0.273224277,0.52753245,0.660146377,1.537875582,1.686489971,1.976136492,2.388075,2.805499865,3.95,4.38,5.12,7.5,10.07,12.58006091,15.1,21,26,29.54716289
Not classified,INX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0.056796044,0.169686377,0.281141005,0.558377222,1.108386328,2.199301832,4.08825507,8.096010043,10.93380859,17.85046724,23.13881219,25.85,34.31,36.99,41.61,54.82,61.15832455,65.34,67.38,69.85,74.88997297,76.91999254,78.2477,79.69,80.1224,82.1697
"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.000408332,0.004179752,0.01582608,0.046756094,0.099815221,0.378569095,0.93419002,1.484221332,4.626175115,6.933721953,7.49,8.1,8.76,9.47,12.02,13.8,15.9,19,22.73,29.95,39.35,45.33497588,53.22677263
Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,,,,0.1,0.5,0.6,0.9,0.9,0.952344244,0.93,1,1.06,2.5,5,7.1,9.2,13.21,17.22,21.23
Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0.505129002,1.53916008,2.667825265,6.794811784,11.2158757,14.80647932,27.47886875,36.2642065,41.29456671,44.47053382,49.39299537,79.12,83.14,83.88,87,89.51,90.6,91,93,93.39,94.8196868,96.20979955,96.5468,98.16,98.2,98.2400163
Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.110773866,0.2146241,0.310579197,0.398833333,0.57696646,0.93042297,2.1683676,4.399405482,10.30706995,13.43612191,20.87379,17.37862386,17.76459906,19.59339366,22.77048553,25.19404242,27.88107446,48.12806219,59.39,63.12,67.5,68.87387799,70.8,70.25031195,75.01775316,77.35208966,79.77879126
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.017544562,0.035063256,0.070053433,0.122462053,0.192304619,0.524412787,1.023289903,2.276737834,4.558519565,14.37841019,23.11087424,27.22211698,28.04,29.04,33.24,35,37.99,40.79,44.53,48.83,53.68,54.3899983,55.82999799,58.4593,55.63846022,58.14173496,61.32425277
Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.036817104,0.109487986,0.591145842,0.797797441,1.978726318,2.355688556,3.115778027,3.863020387,6.1,7.8,10,12.8,16.4,21.1,23.6,24.3,27.67,37.43861341,33.79,37.1,40.4027351,42.22122119,45
Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.02323392,0.044938549,0.599341106,1.305888264,2.526965353,2.623275422,4.705719581,6.025532412,8.466005016,11.65874137,12.93285205,13.86710879,20,23,26,27.2,34.9,37,41.4,46.2,60.11438269,62.30219257
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.020293683,0.040438041,0.096678025,0.401277526,0.799684291,1.594363148,4.372981968,9.16307714,13.41404088,21.39129031,29.99074036,38.53206086,46.59420112,48.43526589,62.39392963,66.9210661,68.68527032,74.3,75.4,78,78.21,79.05411352,79.4964,88.21942891,89.10683302,91.05802839,92
Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.000521079,0.011302355,0.031824512,0.064596754,0.131069604,0.464277218,0.668594403,1.006124211,1.674770995,2.000414753,2.650394657,2.961707492,3.268369051,4.02,11,18.2,31.6,50.6,53.31566912,63,66,72.9,76.8
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.000727482,0.008839115,0.034406051,0.050261388,0.114256028,0.318059714,0.619782266,1.207773885,2.941902861,3.023528042,3.101897702,3.6,4.4,5.2,6.1,7.2,8.8,10.5,13,16.5,21,26
Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,0.072808334,0.20471135,1.041401145,3.002941327,2.99926518,3.908766268,5.090385307,10.53380134,12.306907,14.03,15.7,16,16.3,17.5,19.8,23,28.3,30.24704278,34.5
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,0.005844911,0.016324986,0.031969578,0.04702264,0.076956056,0.226983238,0.260570198,0.300436644,0.317321781,0.46835672,0.49,0.51,0.53,1.26,3.1,4.94,6.8,14,19,25.5706868
Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,0.616545618,1.211577838,1.785225474,2.337458948,2.5,3,3.5,4,4.5,6,7,8.97,9.07,10,10.74679768,11.5,12.25,12.99748389,13.7
St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,1.945569823,2.258559942,3.343810607,4.400440044,5.86281024,7.714726556,21.15238176,22.96978429,24.73767754,34,38.5,43.5,49.2,55.7,63,63.2,64,64.6,68,75.7,76.81767491
"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.023265092,0.046124435,0.098404337,0.249946523,0.311359364,0.81968667,1.624237192,3.600801564,6.781815468,23.55219445,44.7,56.6,59.4,65.5,72.7,73.5,78.1,78.8,81,81.6,83.7,83.75912015,84.07,84.77,87.55682649,89.64863086,92.71654537
Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0.091082245,0.147162703,0.202898433,0.855662317,2.174535859,3.052397455,4.756222209,6.731395768,8.551792434,10.24896793,22.40293838,22.92711204,25.92610837,28.79119795,34.8,42,50.8,61.4,65.76907069,70.45,75.46,78.7,77.52326901,78.36738376
Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,0.01268217,0.028073334,0.04664973,0.098826712,0.283597506,0.566319152,1.158766986,1.897093647,3.400631327,5.08869514,8.344575637,10.69722112,13.84810843,16.0539116,20.1969995,23.1934153,25.96640769,30.52083211,34.19612572,38.75322048,42.51679061,45.62016216,48.07666979,53.69638486,55.80569206
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,0.009657814,0.037780708,0.111044032,0.181664461,0.267899241,0.333912466,0.36143449,0.85035749,1.169893428,1.64,3.55,6,7,9,10.74767619,12.5,14.26,18.2,21.87
Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.071617991,0.140166939,1.241079739,2.722352199,5.376809498,7.952743736,6.783219775,7,8,9,10.14,15,18.74,22.53,30.14,43.68,52,61.24978572,70.5,73,74,76.11
Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,0.004489443,0.004099387,0.011328732,0.017702706,0.033812227,0.032713307,0.031868935,0.031011185,,,0.551376581,0.53,2,2.3,2.5,2.6,3.2,5.41,5.903867603,7.319106411
Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,,0.133617289,0.187042622,0.366533175,2.244418222,2.814517987,3.532838162,3.917787977,4.301051789,4.721999379,9,10.8,14,14,,16.5,17.76,19.01607978,20.27215956
St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.305656686,0.670465974,0.992168483,1.304988973,1.932105802,5.090483341,8.181863954,14.64183577,20.98247346,21.39521236,21.56758295,24.5,27.9,32,36,43.3,44,45.9,46.2,50,42.53093047,46.72907806
Latin America & Caribbean,LCN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,0.013685007,0.029908499,0.050067812,0.110083608,0.308723256,0.609594648,1.229663219,2.052489634,3.90371304,5.650753691,8.887349945,11.28715318,14.40238707,16.62978984,20.75263406,23.70293508,26.50047906,31.03430413,34.70962205,39.34647041,43.18401808,46.26188277,48.76919872,54.27973293,56.3731135
Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,0.008505521,0.021008731,0.057144926,0.099376278,0.144621021,0.236191173,0.355488405,0.5546596,0.783962452,1.11724541,1.922990045,2.122367034,2.705371626,4.271479294,4.799939353,6.060082411,7.538075538,10.46735545,13.024301,15.61489627
Low income,LIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.003233658,0.011463259,0.028000461,0.072117145,0.11352208,0.173008184,0.258451655,0.42162832,0.663063491,0.910523758,1.135463094,1.359597756,1.869947827,2.366428996,3.25984344,3.724865106,4.709011385,6.055549384,7.712589106,10.24668598,12.4974282
Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,,,36.51522989,45.11685265,59.47071067,58.80969184,64.00744814,63.37135615,64.21416136,65.08021844,70,75,80,85,89.4077,93.8,95.21,96.6411951,98.09390389
Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.002765448,0.005484436,0.054464499,0.162464548,0.296351104,0.348414425,0.647410011,0.793821864,1.050422706,1.458580228,1.44615998,1.792046794,2.537566129,3.88,5.8,8.78,12,15,18.2854,21.9,25.8,29.98873755,32.05100274
Lower middle income,LMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.00211151,0.022386695,0.039000537,0.074842385,0.160372318,0.280821339,0.559819699,0.874326169,1.60281996,2.114503305,2.919588033,3.678297926,4.587786344,5.832043017,6.881584929,7.989348088,10.95922964,13.16760068,15.69527165,18.30726638,22.68924498,26.82199842,29.85231927
Low & middle income,LMY,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.014043951,0.038877959,0.079482833,0.157852763,0.361929942,0.723486323,1.454681967,2.066137889,3.469199261,4.554734016,5.850364639,6.935330862,8.52514123,11.09854981,13.7263602,16.44168205,20.16898745,23.02191669,26.20614616,29.03944261,32.42386616,36.07030587,38.97862796
Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.00284594,0.005584433,0.010956533,0.05380446,0.21180607,0.261150063,1.083943137,1.53249659,2.175524339,2.580245484,2.979708187,3.44543126,3.58,3.72,3.86,7,10,15,22,25,27.36
Late-demographic dividend,LTE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0.009994489,0.027812187,0.059479437,0.140571361,0.269394428,0.629712693,1.266736041,2.470598454,3.560441058,5.912992725,8.028516883,10.38294991,12.2902609,15.13908924,19.97713169,25.1973721,30.59625211,36.03289925,40.04408369,44.63918441,48.32323988,50.88295882,53.58581251,56.5438381
Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.277421291,0.978422157,1.972063745,2.9230547,6.427067495,7.179356994,17.69,25.91,31.23,36.22,43.9,49.9,55.22,59.76,62.12,63.6399774,67.22998933,68.4529,72.13,71.378,74.37664556
Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,0.153198791,0.302155121,0.496486119,1.590941911,5.551653306,7.142704085,11.74555372,17.3879578,22.88732797,36.16342251,39.84,54.55,65.88,70,72.51,78.92,82.23,87.31,90.62,90.02985856,91.94992374,93.7765,94.67,97.3341,97.49393019
Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.812717072,2.053454712,3.315267886,4.387409055,6.319062083,7.219345808,21.94,26.98,38.58,46,53.63,59.17,63.41,66.84,68.42,69.74995456,73.11994377,75.2344,75.83,79.2006,79.88937141
"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.036993376,0.280014086,0.727273598,2.364127672,7.003324245,9.212005085,13.60858974,22.52121677,25.17188016,25.74212398,31.48409738,34.86292717,46.4,47.327,49.24,54,55.198,60.20369672,61.31,65.8,69.78,77.60013186,81.64298546
St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.003710492,0.005675444,0.021635203,0.142300767,0.175595345,0.693791245,1.371438101,2.373253192,3.353366681,11.60793477,15.08444452,19.77119157,21.5,33.1,41.3,52,46.1074826,55.41605319,56,56.8,57.08,58.27123642
Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,,,42.18486345,46.64614236,48.04711717,49.49116892,52.49019668,55.46482606,61.47603971,64.3776824,67.25,70.1,75,80.3,87,90.7,92.4,93.36330202,95.20817797
Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.000825391,0.003457217,0.004643901,0.028128808,0.260818206,0.600695269,1.282846417,1.487812952,3.787242799,7.407544584,10.62939084,14.63027046,19.62064771,20.45,23.39,27.5,32.3,38,43.37,45,46.6,63.30662538,70.99999911
Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.003695196,0.014333647,0.062561023,0.168608781,0.196394691,0.222511586,0.339720155,0.423252419,0.525353655,0.567721802,0.607552239,0.65,1.65,1.63,1.7,1.9,2.3,3,3.7,4.17397219,4.713662899
Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0,0.22693009,0.309444238,0.569627464,1.119908615,2.203872939,3.617290649,5.347765169,5.97659285,6.588254875,6.869605067,11.03635278,16.3,23.2,24.8,26.53,34,38.9301,44.1,49.28,54.46195515,59.09258997
Middle East & North Africa,MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.00196039,,,,,0.037143854,0.084423366,0.227743979,0.487321735,0.918917804,1.693012704,2.076649891,3.757208895,5.12923074,8.351298094,9.753068168,11.79240226,15.04136038,18.73683788,21.59770331,24.8526292,27.78422129,31.56337525,35.24979824,40.13850778,44.23181927,47.62141675
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0.005880695,0.01730781,0.028305042,0.043339167,0.10256419,0.20040628,0.62731154,1.265783278,1.857436221,5.081384153,7.038023117,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.17629541,39.75,43.46,44.39,57.43104299,59.540446
Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0,0.037059432,,,0.966071567,1.534271796,1.706614078,2.335444575,2.569750367,3.599776814,3.878702398,3.795590214,3.95,4.6,5.6,7,10,12.5,14,16.8,19.2824418,29.78777936
Middle income,MIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0.006225631,0.014265204,0.04036174,0.085235844,0.169864959,0.390258931,0.778700073,1.574868034,2.238747103,3.766244053,4.940741055,6.34087366,7.508455117,9.228078054,12.06616399,14.93111304,17.89274502,21.89184648,25.05635911,28.50888106,31.47733407,35.08866083,38.89974372,41.92619864
"Macedonia, FYR",MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.04074384,0.075995734,0.503985009,1.002861666,1.49733026,2.485566316,3.468184608,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.44994731,65.24,68.06,70.3802,72.15681447
Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.002055228,0.010085919,0.019793888,0.060909873,0.142545755,0.185897413,0.227045578,0.310364443,0.43281964,0.507063136,0.729627281,0.81,1.57,1.8,2,2.2,2.8,3.5,7,10.33,11.11218649
Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.224995699,1.051527475,3.920605132,6.500783995,7.759798038,13.11370871,17.87784832,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63,68.01982379,68.19987429,68.9138,73.17,76.184,77.28939482
Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,,0.000151709,,0.000289277,0.000426494,0.024064149,0.024337392,0.065238856,0.182048331,0.217128445,0.22,0.22,0.25,0.98,4,8,11.52,21.72583401,25.07330424
Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.002825689,0.013144059,0.025890086,0.074451528,0.158224277,0.416626605,0.842207742,1.141369247,2.816710081,4.050096396,7.416945667,8.539218726,9.912249749,11.84823861,14.96713748,17.67142463,20.61891636,22.86862172,26.13501199,29.65809784,34.68657587,39.01007003,42.46758114
Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,25.3500686,27.1,28.9,30.8,32.9,35.1,37.5,35.61154125,56.83878255,60.31,61,68.11958104,69.88164684
Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.008811225,0.018160749,0.112742554,0.145810542,0.50847156,1.255652004,1.653238239,2.039572603,,,,,9,9.8,10,10.2,12.49999111,16.4,17.69998424,19.94244743,21.43603111,22.2657705
Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.003042979,0.011842611,0.020197055,0.056250629,0.10959253,0.160031947,0.259612611,0.419538844,0.679447835,0.854357118,0.842954488,0.91,1.56,2.68,4.17,4.3,6,7.29393733,9.236314896,16.93353299,17.52123909
Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,0.004172527,0.040594795,0.118464464,0.192031462,0.261448552,0.363229415,0.424004896,0.481470438,0.669966475,0.979661253,1.433613196,1.87,2.28,4,4.5,5,6.2,10.7,15.19912669,18
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.183769158,0.475629193,2.565279962,4.652213227,7.281535115,8.780904019,10.25262467,12.1871062,13.68908859,15.17222875,16.7,20.22,21.81,22.51,28.33,34.95,35.42,40.11682514,44.80327537,50.13931848,53.22617811
Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,0.004668518,0.018057365,0.087278755,0.126780945,0.164020725,0.215094727,0.278815116,0.347505335,0.384489334,0.42513749,0.965864737,0.7,1.07,2.26,3.33,4.3506,5.05,5.83,9.298148347,9.614097296
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,0.001047822,0.025538478,0.099607417,0.145673837,0.852044466,2.307393234,6.751770483,12.3055022,21.38473116,26.6959725,32.33820434,34.97115234,42.25226563,48.62917025,51.63798899,55.7,55.8,55.9,56.3,61,65.8,57.05751226,63.66542588,71.06406781,78.78830993
North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.743037088,1.104950936,1.64464582,2.164532216,4.617876749,8.73682317,15.46949977,20.97513407,29.58557051,35.88247998,43.87937411,50.16202125,59.05719689,61.93974087,64.87424722,68.32787479,69.27045383,74.82360509,74.26650299,71.91664651,72.54048364,71.04254959,75.5235834,72.83028818,74.40481529,75.94103574,77.54041038
Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.006172051,0.009032145,0.058750679,0.286745093,0.336217708,1.644739547,2.416979442,2.633699769,3.359839886,3.804715615,4.010046644,4.398870647,4.835610778,5.329003772,6.5,11.6,12,12.9414,13.9,14.84,25.68785182,31.03334594
New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.005179013,0.252983946,0.989334969,1.936042825,5.688147323,13.93954882,18.23710978,22.38979742,26.40833447,30.29804621,32.35901475,33.51571468,35.05,34.51,33.99,42,50,58,66,70,74.00175279,
Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.001039305,0.002008766,0.002911503,0.028136022,0.036261294,0.105185431,0.127152469,0.155698704,0.189933734,0.221341351,0.294033977,0.39039062,0.7,0.76,0.83,1.3,1.4077,1.7,1.95,2.476219975,4.32275803
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.00883298,0.017237401,0.025231461,0.041038723,0.064080808,0.08990137,0.320461976,0.558576245,1.286137641,3.549155718,5.545036083,6.77,8,9.3,11.5,13.8,16.1,19.1,21,24.5,25.67
Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.013166228,0.030046478,0.084093291,0.206216818,0.303808975,0.497901643,0.980216487,1.448799428,1.714729584,1.880412532,2.320664609,2.566351177,2.805573063,3.9,5.3,7.3,10,10.6,13.5,15.5,17.6,19.7042915,24.57183396
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.334386942,0.531496128,1.320008028,1.967087737,3.257308831,6.47315766,9.649069145,14.0655114,22.24382769,39.17600725,43.98435137,49.37306211,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.41999576,92.85999236,93.9564,91.666666,91.72413793,90.4109589
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.707299448,1.407395158,2.216365832,2.783990846,4.152450292,6.423220493,18.25031077,20.41788144,22.56011255,40,52,64,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.48998265,94.64997805,95.0534,96.3,96.8103,97.29820367
Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0.000924878,0.004510473,0.021998858,0.064393596,0.146668869,0.204651684,0.240015303,0.31295606,0.382810917,0.449843651,0.826551266,1.141389164,1.41,1.73,1.97,7.93,9,11.1493,13.3,15.44,17.58161801,19.68876384
Nauru,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,,,,2.987155233,,,,,,,,,,54,,,,,
